S,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
35969,0.606869,1.000000,110.753085,101.916465,212.669550,336.184570
35979,0.606922,0.800000,110.780915,101.940950,212.721865,336.184570
35989,0.606976,0.800000,110.807366,101.966019,212.773385,336.184570
35999,0.607058,0.900000,110.834422,101.991351,212.825773,336.184570
36009,0.607167,1.000000,110.862594,102.015264,212.877859,336.184570
36019,0.607276,1.000000,110.888024,102.039523,212.927547,336.184570
36029,0.607274,0.600000,110.913664,102.063921,212.977585,336.184570
36039,0.607383,1.000000,110.939611,102.088402,213.028013,336.184570
36049,0.607492,1.000000,110.968278,102.113402,213.081680,336.184570
36059,0.607573,0.900000,110.994875,102.139009,213.133884,336.184570
36069,0.607654,0.900000,111.022691,102.164474,213.187164,336.184570
36079,0.607707,0.800000,111.053078,102.190826,213.243904,338.293945
36089,0.607788,0.900000,111.081723,102.218072,213.299795,336.184570
36099,0.607897,1.000000,111.108005,102.242850,213.350855,336.184570
36109,0.608006,1.000000,111.135072,102.266600,213.401671,336.184570
36119,0.608086,0.900000,111.160982,102.290856,213.451838,336.184570
36129,0.608140,0.800000,111.186200,102.314593,213.500794,336.184570
36139,0.608248,1.000000,111.213394,102.338664,213.552059,338.293945
36149,0.608301,0.800000,111.238630,102.362465,213.601095,336.184570
36159,0.608354,0.800000,111.263822,102.386358,213.650181,336.184570
36169,0.608379,0.700000,111.291576,102.410836,213.702413,336.184570
36179,0.608432,0.800000,111.317825,102.435177,213.753002,336.184570
36189,0.608513,0.900000,111.345052,102.459992,213.805045,336.184570
36199,0.608594,0.900000,111.370926,102.484787,213.855713,336.184570
36209,0.608646,0.800000,111.398373,102.508783,213.907156,338.293945
36219,0.608727,0.900000,111.423796,102.532872,213.956668,336.184570
36229,0.608752,0.700000,111.448867,102.556887,214.005755,336.184570
36239,0.608777,0.700000,111.475994,102.580784,214.056778,336.184570
36249,0.608885,1.000000,111.501671,102.605207,214.106878,336.184570
36259,0.608938,0.800000,111.527316,102.629331,214.156647,336.184570
36269,0.608991,0.800000,111.555041,102.653622,214.208663,338.293945
36279,0.608988,0.600000,111.580309,102.677462,214.257771,336.184570
36289,0.609041,0.800000,111.605535,102.701362,214.306897,336.184570
36299,0.609093,0.800000,111.633240,102.725736,214.358976,336.184570
36309,0.609201,1.000000,111.658670,102.749698,214.408368,336.184570
36319,0.609254,0.800000,111.684006,102.773579,214.457585,336.184570
36329,0.609334,0.900000,111.711319,102.797402,214.508721,336.184570
36339,0.609441,1.000000,111.737269,102.822737,214.560006,336.184570
36349,0.609494,0.800000,111.763421,102.847444,214.610866,336.184570
36359,0.609574,0.900000,111.788970,102.871831,214.660801,336.184570
36369,0.609598,0.700000,111.825531,102.903106,214.728637,336.372070
36379,0.609651,0.800000,111.854641,102.929976,214.784617,336.372070
36389,0.609731,0.900000,111.882465,102.956354,214.838819,336.184570
36399,0.609810,0.900000,111.909497,102.980020,214.889518,338.293945
36409,0.609863,0.800000,111.935074,103.004039,214.939113,336.184570
36419,0.609942,0.900000,111.960959,103.028584,214.989543,336.184570
36429,0.610022,0.900000,111.987882,103.052179,215.040061,336.184570
36439,0.610102,0.900000,112.013341,103.076247,215.089588,336.184570
36449,0.610126,0.700000,112.038567,103.099972,215.138539,336.184570
36459,0.610151,0.700000,112.065813,103.123480,215.189293,338.293945
36469,0.610121,0.500000,112.091243,103.147576,215.238819,336.184570
36479,0.610200,0.900000,112.117846,103.171460,215.289305,336.184570
36489,0.610280,0.900000,112.144973,103.195139,215.340112,336.184570
36499,0.610332,0.800000,112.170382,103.219055,215.389438,336.184570
36509,0.610411,0.900000,112.197220,103.243692,215.440913,336.184570
36519,0.610463,0.800000,112.225162,103.268734,215.493896,336.184570
36529,0.610570,1.000000,112.253220,103.293114,215.546334,338.293945
36539,0.610621,0.800000,112.279003,103.317429,215.596432,336.184570
36549,0.610646,0.700000,112.304495,103.341596,215.646091,336.184570
36559,0.610643,0.600000,112.331772,103.365642,215.697415,336.184570
36569,0.610695,0.800000,112.357384,103.389658,215.747041,336.184570
36579,0.610747,0.800000,112.382581,103.413313,215.795895,336.184570
36589,0.610771,0.700000,112.409807,103.436985,215.846792,338.293945
36599,0.610795,0.700000,112.435348,103.460617,215.895965,336.184570
36609,0.610820,0.700000,112.460829,103.484552,215.945381,336.184570
36619,0.610871,0.800000,112.488538,103.508998,215.997536,336.184570
36629,0.610923,0.800000,112.513647,103.532726,216.046372,336.184570
36639,0.610975,0.800000,112.538971,103.556440,216.095411,336.184570
36649,0.611026,0.800000,112.566742,103.580621,216.147363,336.184570
36659,0.611050,0.700000,112.592340,103.604457,216.196797,336.184570
36669,0.611047,0.600000,112.618031,103.628548,216.246579,336.184570
36679,0.611154,1.000000,112.643601,103.652738,216.296339,336.184570
36689,0.611150,0.600000,112.671341,103.676717,216.348058,336.184570
36699,0.611256,1.000000,112.697095,103.700808,216.397903,336.184570
36709,0.611281,0.700000,112.723154,103.725097,216.448251,336.184570
36719,0.611332,0.800000,112.750918,103.749274,216.500192,338.293945
36729,0.611438,1.000000,112.776456,103.773341,216.549798,336.184570
36739,0.611489,0.800000,112.802243,103.797290,216.599533,336.184570
36749,0.611541,0.800000,112.830282,103.821812,216.652094,336.184570
36759,0.611592,0.800000,112.856623,103.847054,216.703678,336.184570
36769,0.611670,0.900000,112.882460,103.872075,216.754535,336.184570
36779,0.611667,0.600000,112.910405,103.896198,216.806603,338.293945
36789,0.611664,0.600000,112.936203,103.921010,216.857213,336.184570
36799,0.611715,0.800000,112.962172,103.945232,216.907405,336.184570
36809,0.611766,0.800000,112.989688,103.969018,216.958705,336.184570
36819,0.611872,1.000000,113.015592,103.993680,217.009272,336.184570
36829,0.611977,1.000000,113.041398,104.018201,217.059600,336.184570
36839,0.612083,1.000000,113.067018,104.042496,217.109514,336.184570
36849,0.612188,1.000000,113.094698,104.066625,217.161323,338.293945
36859,0.612239,0.800000,113.121012,104.091017,217.212029,336.170898
36869,0.612263,0.700000,113.146190,104.114761,217.260950,336.170898
36879,0.612286,0.700000,113.173350,104.138716,217.312066,336.170898
36889,0.612392,1.000000,113.198999,104.162907,217.361906,336.170898
36899,0.612415,0.700000,113.224511,104.186757,217.411268,336.170898
36909,0.612439,0.700000,113.251753,104.210680,217.462433,338.280273
36919,0.612490,0.800000,113.278439,104.236345,217.514783,336.170898
36929,0.612541,0.800000,113.304438,104.260632,217.565070,336.170898
36939,0.612564,0.700000,113.332317,104.285511,217.617828,336.170898
36949,0.612615,0.800000,113.358214,104.309814,217.668028,336.170898
36959,0.612612,0.600000,113.383743,104.333989,217.717732,336.170898
36969,0.612689,0.900000,113.411176,104.358147,217.769323,336.170898
36979,0.612740,0.800000,113.437495,104.382554,217.820049,336.170898
36989,0.612764,0.700000,113.463588,104.406646,217.870234,336.170898
36999,0.612814,0.800000,113.489036,104.430277,217.919313,336.170898
37009,0.612892,0.900000,113.516381,104.454169,217.970550,336.170898
37019,0.612942,0.800000,113.542312,104.478395,218.020707,336.170898
37029,0.612966,0.700000,113.567558,104.502079,218.069637,336.170898
37039,0.613043,0.900000,113.594879,104.525641,218.120519,338.280273
37049,0.613148,1.000000,113.620323,104.549698,218.170021,336.170898
37059,0.613171,0.700000,113.645937,104.573918,218.219855,336.170898
37069,0.613222,0.800000,113.673994,104.599287,218.273281,336.170898
37079,0.613272,0.800000,113.699787,104.623216,218.323003,336.170898
37089,0.613296,0.700000,113.725688,104.647278,218.372966,336.170898
37099,0.613319,0.700000,113.753383,104.671133,218.424516,338.280273
37109,0.613342,0.700000,113.779142,104.695501,218.474643,336.170898
37119,0.613420,0.900000,113.805222,104.719682,218.524904,336.170898
37129,0.613497,0.900000,113.834759,104.745774,218.580533,336.170898
37139,0.613601,1.000000,113.859817,104.769428,218.629245,336.170898
37149,0.613678,0.900000,113.885594,104.793536,218.679131,336.170898
37159,0.613701,0.700000,113.911183,104.817273,218.728456,336.170898
37169,0.613778,0.900000,113.938748,104.841556,218.780304,338.280273
37179,0.613828,0.800000,113.964042,104.865310,218.829352,336.170898
37189,0.613825,0.600000,113.989356,104.889081,218.878436,336.170898
37199,0.613875,0.800000,114.016549,104.912838,218.929387,336.170898
37209,0.613925,0.800000,114.041729,104.936523,218.978252,336.170898
37219,0.614028,1.000000,114.067304,104.960571,219.027875,336.170898
37229,0.614025,0.600000,114.095625,104.985406,219.081031,338.280273
37239,0.614102,0.900000,114.121583,105.009298,219.130881,336.170898
37249,0.614151,0.800000,114.150869,105.037111,219.187979,336.358398
37259,0.614148,0.600000,114.181880,105.064167,219.246047,336.358398
37269,0.614198,0.800000,114.214009,105.092737,219.306746,336.170898
37279,0.614274,0.900000,114.239678,105.116758,219.356436,336.170898
37289,0.614378,1.000000,114.267375,105.141205,219.408580,336.170898
37299,0.614454,0.900000,114.293177,105.165700,219.458877,336.170898
37309,0.614477,0.700000,114.318873,105.189492,219.508366,336.170898
37319,0.614500,0.700000,114.345132,105.214076,219.559208,336.170898
37329,0.614577,0.900000,114.373693,105.239293,219.612986,336.170898
37339,0.614680,1.000000,114.399758,105.263768,219.663526,336.170898
37349,0.614703,0.700000,114.424802,105.287288,219.712090,336.170898
37359,0.614726,0.700000,114.452470,105.311447,219.763917,338.280273
37369,0.614748,0.700000,114.478157,105.335400,219.813557,336.170898
37379,0.614771,0.700000,114.503836,105.359125,219.862961,336.170898
37389,0.614874,1.000000,114.532339,105.384051,219.916391,336.170898
37399,0.614951,0.900000,114.558564,105.409029,219.967593,336.170898
37409,0.615027,0.900000,114.584266,105.433808,220.018074,336.170898
37419,0.615130,1.000000,114.611523,105.457665,220.069188,338.280273
37429,0.615232,1.000000,114.636974,105.481346,220.118320,336.170898
37439,0.615282,0.800000,114.662455,105.505242,220.167696,336.170898
37449,0.615331,0.800000,114.689626,105.529574,220.219200,336.170898
37459,0.615434,1.000000,114.715421,105.553576,220.268997,336.170898
37469,0.615456,0.700000,114.740621,105.577350,220.317971,336.170898
37479,0.615506,0.800000,114.765694,105.601030,220.366724,336.170898
37489,0.615555,0.800000,114.792867,105.624812,220.417679,338.280273
37499,0.615604,0.800000,114.819707,105.648963,220.468670,336.170898
37509,0.615680,0.900000,114.844727,105.672619,220.517346,336.170898
37519,0.615782,1.000000,114.872283,105.696473,220.568756,336.170898
37529,0.615858,0.900000,114.897667,105.720300,220.617967,336.170898
37539,0.615854,0.600000,114.923819,105.745009,220.668828,336.170898
37549,0.615930,0.900000,114.952280,105.770110,220.722390,338.280273
37559,0.615925,0.600000,114.977832,105.793918,220.771750,336.170898
37569,0.615974,0.800000,115.003105,105.817665,220.820770,336.170898
37579,0.616023,0.800000,115.030982,105.842050,220.873032,336.170898
37589,0.616099,0.900000,115.057098,105.866223,220.923321,336.170898
37599,0.616148,0.800000,115.082699,105.889915,220.972614,336.170898
37609,0.616250,1.000000,115.110367,105.913647,221.024014,336.170898
37619,0.616299,0.800000,115.135568,105.937132,221.072700,336.170898
37629,0.616348,0.800000,115.161009,105.960976,221.121985,336.170898
37639,0.616423,0.900000,115.186461,105.985105,221.171567,336.170898
37649,0.616366,0.400000,115.215211,106.009175,221.224386,336.170898
37659,0.616441,0.900000,115.240354,106.032661,221.273014,336.170898
37669,0.616490,0.800000,115.265586,106.056394,221.321980,336.170898
37679,0.616512,0.700000,115.292697,106.080306,221.373003,338.280273
37689,0.616507,0.600000,115.318126,106.104163,221.422290,336.170898
37699,0.616556,0.800000,115.343513,106.128217,221.471729,336.170898
37709,0.616605,0.800000,115.371042,106.152489,221.523531,336.170898
37719,0.616653,0.800000,115.396444,106.176329,221.572773,336.170898
37729,0.616649,0.600000,115.421752,106.200090,221.621842,336.170898
37739,0.616645,0.600000,115.449322,106.224408,221.673729,338.280273
37749,0.616640,0.600000,115.474964,106.248758,221.723721,336.170898
37759,0.616689,0.800000,115.500916,106.273031,221.773946,336.170898
37769,0.616737,0.800000,115.528225,106.297004,221.825229,336.170898
37779,0.616812,0.900000,115.553596,106.320505,221.874101,336.170898
37789,0.616808,0.600000,115.579146,106.344428,221.923574,336.170898
37799,0.616883,0.900000,115.604865,106.370661,221.975526,336.170898
37809,0.616878,0.600000,115.632976,106.394606,222.027582,338.280273
37819,0.616900,0.700000,115.658793,106.418672,222.077465,336.170898
37829,0.616896,0.600000,115.684524,106.442717,222.127241,336.170898
37839,0.616891,0.600000,115.711488,106.466167,222.177655,336.170898
37849,0.616940,0.800000,115.736597,106.489598,222.226196,336.170898
37859,0.617015,0.900000,115.761961,106.513967,222.275928,336.170898
37869,0.617089,0.900000,115.789603,106.537840,222.327443,338.280273
37879,0.617190,1.000000,115.814727,106.561398,222.376125,336.170898
37889,0.617239,0.800000,115.840194,106.585475,222.425669,336.170898
37899,0.617287,0.800000,115.867735,106.609852,222.477587,336.170898
37909,0.617361,0.900000,115.893279,106.634027,222.527306,336.170898
37919,0.617357,0.600000,115.918465,106.658167,222.576632,336.170898
37929,0.617326,0.500000,115.945690,106.681905,222.627595,336.170898
37939,0.617374,0.800000,115.970850,106.705514,222.676365,336.170898
37949,0.617449,0.900000,115.996224,106.729850,222.726074,336.170898
37959,0.617497,0.800000,116.021570,106.754397,222.775967,336.170898
37969,0.617518,0.700000,116.048811,106.778178,222.826989,336.170898
37979,0.617540,0.700000,116.073966,106.802013,222.875979,336.170898
37989,0.617562,0.700000,116.099010,106.825555,222.924564,336.170898
37999,0.617636,0.900000,116.126151,106.848973,222.975123,338.280273
38009,0.617737,1.000000,116.153055,106.872894,223.025948,336.170898
38019,0.617811,0.900000,116.178656,106.896946,223.075602,336.170898
38029,0.617806,0.600000,116.206036,106.920908,223.126944,336.170898
38039,0.617828,0.700000,116.231869,106.945047,223.176916,336.170898
38049,0.617876,0.800000,116.257515,106.969562,223.227077,336.170898
38059,0.617950,0.900000,116.284652,106.993249,223.277900,338.280273
38069,0.618050,1.000000,116.309941,107.017155,223.327096,336.170898
38079,0.618098,0.800000,116.335724,107.041370,223.377094,336.170898
38089,0.618172,0.900000,116.364261,107.065388,223.429649,336.170898
38099,0.618220,0.800000,116.389490,107.089024,223.478514,336.170898
38109,0.618320,1.000000,116.414664,107.113310,223.527974,336.170898
38119,0.618315,0.600000,116.440113,107.137349,223.577462,336.170898
38129,0.618311,0.600000,116.474812,107.168207,223.643020,338.444336
38139,0.618332,0.700000,116.503973,107.195249,223.699222,336.358398
38149,0.618406,0.900000,116.532844,107.221863,223.754708,336.170898
38159,0.618506,1.000000,116.560216,107.246220,223.806435,336.170898
38169,0.618527,0.700000,116.586492,107.270800,223.857291,336.170898
38179,0.618575,0.800000,116.612083,107.294719,223.906801,336.170898
38189,0.618570,0.600000,116.639724,107.318899,223.958623,338.280273
38199,0.618644,0.900000,116.664998,107.342629,224.007627,336.170898
38209,0.618717,0.900000,116.690351,107.366727,224.057078,336.170898
38219,0.618765,0.800000,116.717820,107.390895,224.108715,336.170898
38229,0.618760,0.600000,116.743024,107.414687,224.157710,336.170898
38239,0.618807,0.800000,116.769232,107.439318,224.208550,336.170898
38249,0.618855,0.800000,116.796995,107.463419,224.260414,336.170898
38259,0.618876,0.700000,116.822739,107.487526,224.310265,336.170898
38269,0.618897,0.700000,116.848378,107.511943,224.360321,336.170898
38279,0.618892,0.600000,116.874016,107.536091,224.410107,336.170898
38289,0.618966,0.900000,116.901152,107.559804,224.460956,336.170898
38299,0.619013,0.800000,116.926347,107.583354,224.509701,336.170898
38309,0.619008,0.600000,116.951916,107.606994,224.558910,336.170898
38319,0.619029,0.700000,116.979503,107.630582,224.610084,338.280273
38329,0.619076,0.800000,117.005003,107.654690,224.659694,336.170898
